File,Bird Name,length
473419.wav,Dark-eyedJunco,25.673020833333332
878339.wav,Dark-eyedJunco,0.026122448979591838
125081.wav,Dark-eyedJunco,17.632653061224488
330636.wav,Dark-eyedJunco,31.727551020408164
353583.wav,Dark-eyedJunco,10.896
522860.wav,Dark-eyedJunco,11.112
638300.wav,Dark-eyedJunco,47.83020408163265
577486.wav,Dark-eyedJunco,49.445
570869.wav,Dark-eyedJunco,9.541950113378684
563632.wav,Dark-eyedJunco,15.368
125725.wav,Dark-eyedJunco,48.248163265306125
20830.wav,Dark-eyedJunco,41.12390022675737
79986.wav,Dark-eyedJunco,63.3469387755102
125069.wav,Dark-eyedJunco,75.07591836734694
104514.wav,Dark-eyedJunco,35.5265306122449
114667.wav,Dark-eyedJunco,47.47331065759637
483713.wav,Dark-eyedJunco,37.72081632653061
797245.wav,Dark-eyedJunco,0.012
735828.wav,Dark-eyedJunco,105.744
382680.wav,Dark-eyedJunco,15.112729166666666
152586.wav,Dark-eyedJunco,24.637233560090703
20831.wav,Dark-eyedJunco,18.448072562358277
766386.wav,Dark-eyedJunco,1.8841666666666668
481214.wav,Dark-eyedJunco,18.860408163265305
22066.wav,Dark-eyedJunco,46.027256235827664
79076.wav,Dark-eyedJunco,36.49306122448979
609231.wav,Dark-eyedJunco,93.96
76621.wav,Dark-eyedJunco,44.52
224746.wav,Dark-eyedJunco,18.172267573696146
714328.wav,Dark-eyedJunco,618.6458333333334
206096.wav,Dark-eyedJunco,99.072
83520.wav,Dark-eyedJunco,11.937959183673469
181419.wav,Dark-eyedJunco,27.216
224747.wav,Dark-eyedJunco,22.221156462585036
76620.wav,Dark-eyedJunco,62.064
732715.wav,Dark-eyedJunco,61.91820833333333
79077.wav,Dark-eyedJunco,15.542857142857143
449492.wav,Dark-eyedJunco,8.664
600770.wav,Dark-eyedJunco,67.992
606101.wav,Dark-eyedJunco,57.72
362894.wav,Dark-eyedJunco,50.496
76622.wav,Dark-eyedJunco,90.144
571053.wav,Dark-eyedJunco,149.23755102040818
606100.wav,Dark-eyedJunco,18.216
662858.wav,Dark-eyedJunco,41.544
563730.wav,Dark-eyedJunco,88.21551020408164
563644.wav,Dark-eyedJunco,27.135416666666668
691318.wav,Dark-eyedJunco,47.7552380952381
813931.wav,Dark-eyedJunco,0.0876875
571056.wav,Dark-eyedJunco,38.478367346938775
254477.wav,Dark-eyedJunco,205.848
172408.wav,Dark-eyedJunco,37.69441666666667
582530.wav,Dark-eyedJunco,25.544761904761906
139623.wav,Dark-eyedJunco,69.92979591836735
469746.wav,Dark-eyedJunco,25.673020833333332
367068.wav,Dark-eyedJunco,110.91870833333333
911664.wav,Dark-eyedJunco,1.619625
776032.wav,Dark-eyedJunco,55.18768707482993
571054.wav,Dark-eyedJunco,81.78938775510204
373791.wav,Dark-eyedJunco,174.7450625
563732.wav,Dark-eyedJunco,75.192
353496.wav,Dark-eyedJunco,51.792
561464.wav,NorthernFlicker,171.7764375
317971.wav,NorthernFlicker,63.312979166666665
368592.wav,NorthernFlicker,28.143333333333334
537971.wav,NorthernFlicker,57.427083333333336
368593.wav,NorthernFlicker,36.850458333333336
187101.wav,NorthernFlicker,74.8916875
165347.wav,NorthernFlicker,106.344
74377.wav,NorthernFlicker,22.899115646258505
75069.wav,NorthernFlicker,64.16802721088435
614479.wav,NorthernFlicker,59.08529166666667
172438.wav,NorthernFlicker,47.27191666666667
622242.wav,NorthernFlicker,306.288
613886.wav,NorthernFlicker,17.06219954648526
622247.wav,NorthernFlicker,46.848
753469.wav,NorthernFlicker,10.936520833333333
323227.wav,NorthernFlicker,48.628412698412696
166107.wav,NorthernFlicker,99.216
124485.wav,NorthernFlicker,49.81397916666667
297479.wav,NorthernFlicker,21.2797052154195
465729.wav,NorthernFlicker,24.749145833333333
287246.wav,NorthernFlicker,11.459047619047618
408275.wav,NorthernFlicker,81.89387755102041
253572.wav,NorthernFlicker,26.67358276643991
786153.wav,NorthernFlicker,55.118367346938776
297478.wav,NorthernFlicker,16.841632653061225
622236.wav,NorthernFlicker,408.168
807485.wav,NorthernFlicker,55.026643990929706
777433.wav,NorthernFlicker,110.36464583333333
408276.wav,NorthernFlicker,16.013061224489796
634286.wav,NorthernFlicker,42.209591836734695
104536.wav,NorthernFlicker,47.307755102040815
173769.wav,NorthernFlicker,137.496
786154.wav,NorthernFlicker,63.29469387755102
708962.wav,NorthernFlicker,85.86260416666667
314603.wav,NorthernFlicker,42.456
786155.wav,NorthernFlicker,0.17125
173967.wav,NorthernFlicker,39.00081632653061
793410.wav,NorthernFlicker,118.51755102040816
288990.wav,NorthernFlicker,21.4465306122449
561364.wav,NorthernFlicker,36.6635
288992.wav,NorthernFlicker,15.07265306122449
613548.wav,NorthernFlicker,30.648775510204082
368286.wav,NorthernFlicker,35.2
309651.wav,NorthernFlicker,23.823673469387757
304797.wav,NorthernFlicker,38.72839002267574
768323.wav,NorthernFlicker,0.3055
103336.wav,NorthernFlicker,26.439645833333334
452628.wav,NorthernFlicker,28.056
268466.wav,NorthernFlicker,348.7869387755102
768336.wav,NorthernFlicker,334.008
508452.wav,NorthernFlicker,70.0625
325002.wav,NorthernFlicker,28.848979166666666
768334.wav,NorthernFlicker,147.912
173771.wav,NorthernFlicker,147.36
475243.wav,NorthernFlicker,37.945458333333335
613546.wav,NorthernFlicker,18.515646258503402
622238.wav,NorthernFlicker,225.768
354617.wav,NorthernFlicker,15.125963718820861
638937.wav,NorthernFlicker,57.53702083333334
601754.wav,NorthernFlicker,32.784
61516.wav,NorthernFlicker,62.57572916666667
169116.wav,NorthernFlicker,23.380875
550950.wav,NorthernFlicker,6.0
560663.wav,NorthernFlicker,9.137732426303854
305129.wav,NorthernFlicker,61.440979166666665
599826.wav,NorthernFlicker,19.2
768332.wav,NorthernFlicker,29.96259375
356605.wav,NorthernFlicker,48.168
267750.wav,NorthernFlicker,12.84
190360.wav,NorthernFlicker,49.42367346938776
379036.wav,NorthernFlicker,34.85185416666667
221249.wav,NorthernFlicker,3.6214375
34823.wav,NorthernFlicker,48.648
622249.wav,NorthernFlicker,213.456
410727.wav,NorthernFlicker,11.808412698412699
567342.wav,NorthernFlicker,43.2716875
79670.wav,NorthernFlicker,46.863673469387756
13696.wav,NorthernFlicker,7.825056689342404
645833.wav,NorthernFlicker,13.373401360544218
172426.wav,NorthernFlicker,27.751791666666666
622248.wav,NorthernFlicker,47.784
583402.wav,NorthernFlicker,23.5916875
34822.wav,NorthernFlicker,7.44
448954.wav,NorthernFlicker,30.048
792210.wav,NorthernFlicker,103.15755102040816
604689.wav,NorthernFlicker,26.432895833333333
13695.wav,NorthernFlicker,20.746848072562358
321833.wav,NorthernFlicker,14.76
482284.wav,NorthernFlicker,66.74285714285715
721756.wav,NorthernFlicker,680.2285714285714
307576.wav,NorthernFlicker,74.92671201814059
313675.wav,NorthernFlicker,20.140408163265306
321823.wav,NorthernFlicker,21.697541666666666
10171.wav,NorthernFlicker,57.73061224489796
450926.wav,NorthernFlicker,102.336
494025.wav,NorthernFlicker,58.2250625
624993.wav,NorthernFlicker,36.24818594104308
450927.wav,NorthernFlicker,9.168
603653.wav,NorthernFlicker,1.608
170551.wav,NorthernFlicker,298.2138775510204
583821.wav,NorthernFlicker,503.064
412860.wav,NorthernFlicker,74.47270833333333
722853.wav,NorthernFlicker,19.008
313676.wav,NorthernFlicker,38.713469387755104
776026.wav,NorthernFlicker,29.38639455782313
580046.wav,NorthernFlicker,21.133061224489797
492287.wav,NorthernFlicker,8.1934375
583581.wav,MourningDove,7.176
407859.wav,MourningDove,52.848
815803.wav,MourningDove,230.304
583580.wav,MourningDove,657.216
14872.wav,MourningDove,29.02204081632653
35102.wav,MourningDove,89.136
613539.wav,MourningDove,34.86
518403.wav,MourningDove,103.90341666666667
268208.wav,MourningDove,186.14857142857142
35100.wav,MourningDove,9.864
131448.wav,MourningDove,65.88
14871.wav,MourningDove,38.4
268209.wav,MourningDove,228.72816326530614
572383.wav,MourningDove,6.419375
621377.wav,MourningDove,136.584
572594.wav,MourningDove,16.579047619047618
621374.wav,MourningDove,87.768
580701.wav,MourningDove,36.23299319727891
451819.wav,MourningDove,118.992
153654.wav,MourningDove,15.144
349471.wav,MourningDove,15.696979166666667
807126.wav,MourningDove,3.3109375
153651.wav,MourningDove,191.208
153645.wav,MourningDove,63.24
153653.wav,MourningDove,31.272
153652.wav,MourningDove,49.344
153648.wav,MourningDove,19.152
493300.wav,MourningDove,27.262
638304.wav,MourningDove,75.07591836734694
368461.wav,MourningDove,30.615510204081634
109033.wav,MourningDove,108.0
691623.wav,MourningDove,75.0
430095.wav,MourningDove,22.509433106575965
196881.wav,MourningDove,15.307755102040817
253387.wav,MourningDove,165.74693877551022
268216.wav,MourningDove,114.23346938775511
621378.wav,MourningDove,181.776
583577.wav,MourningDove,147.72
758692.wav,MourningDove,0.5385625
583574.wav,MourningDove,62.808
495471.wav,MourningDove,10.752
583575.wav,MourningDove,157.824
459335.wav,MourningDove,37.632
268211.wav,MourningDove,122.95836734693877
153639.wav,MourningDove,151.968
767710.wav,MourningDove,97.8
382741.wav,MourningDove,6.2165
268207.wav,MourningDove,115.48734693877552
268206.wav,MourningDove,89.23428571428572
731214.wav,MyrtleWarbler,33.55292517006803
138282.wav,MyrtleWarbler,34.2465306122449
69913.wav,MyrtleWarbler,36.519183673469385
448183.wav,MyrtleWarbler,74.664
645153.wav,MyrtleWarbler,70.56
640361.wav,MyrtleWarbler,144.92734693877551
692219.wav,MyrtleWarbler,78.23647916666667
378354.wav,MyrtleWarbler,34.61224489795919
692220.wav,MyrtleWarbler,41.40979166666666
469599.wav,MyrtleWarbler,81.68489795918367
188619.wav,MyrtleWarbler,9.717551020408163
544230.wav,MyrtleWarbler,33.98472916666667
692221.wav,MyrtleWarbler,86.783625
378355.wav,MyrtleWarbler,67.5004081632653
138293.wav,MyrtleWarbler,13.035102040816327
692222.wav,MyrtleWarbler,77.4916875
475102.wav,MyrtleWarbler,27.715918367346937
448725.wav,MyrtleWarbler,28.601625
602694.wav,MyrtleWarbler,72.984
322980.wav,MyrtleWarbler,161.2016326530612
391180.wav,MyrtleWarbler,101.9599375
132862.wav,MyrtleWarbler,58.68
322987.wav,MyrtleWarbler,42.68408163265306
415419.wav,MyrtleWarbler,30.843990929705214
353603.wav,MyrtleWarbler,42.48
602693.wav,MyrtleWarbler,87.024
59123.wav,MyrtleWarbler,46.13224489795918
193662.wav,MyrtleWarbler,25.495510204081633
138635.wav,MyrtleWarbler,42.168
169268.wav,MyrtleWarbler,53.256
322986.wav,MyrtleWarbler,59.245714285714286
353600.wav,MyrtleWarbler,84.264
135918.wav,MyrtleWarbler,24.555102040816326
193661.wav,MyrtleWarbler,54.04734693877551
391179.wav,MyrtleWarbler,190.95322916666666
898003.wav,MyrtleWarbler,47.775354166666666
322988.wav,MyrtleWarbler,56.6334693877551
244402.wav,MyrtleWarbler,51.33061224489796
322977.wav,MyrtleWarbler,89.9134693877551
212491.wav,MyrtleWarbler,37.729024943310655
353591.wav,MyrtleWarbler,59.4
30789.wav,MyrtleWarbler,13.176
296194.wav,MyrtleWarbler,53.736
135650.wav,MyrtleWarbler,45.37469387755102
353593.wav,MyrtleWarbler,57.816
7841.wav,MyrtleWarbler,15.595102040816327
183337.wav,MyrtleWarbler,17.845895833333334
602699.wav,MyrtleWarbler,37.2
353594.wav,MyrtleWarbler,33.312
551319.wav,MyrtleWarbler,39.92277083333333
296409.wav,MyrtleWarbler,152.04
296193.wav,MyrtleWarbler,248.688
320341.wav,MyrtleWarbler,83.40897959183674
203759.wav,MyrtleWarbler,30.981224489795917
602698.wav,MyrtleWarbler,56.736
780788.wav,MyrtleWarbler,0.1395
700837.wav,MyrtleWarbler,18.048
138277.wav,MyrtleWarbler,43.859591836734694
381698.wav,MyrtleWarbler,49.580408163265304
165360.wav,MyrtleWarbler,3.264
353483.wav,MyrtleWarbler,27.48
701682.wav,MyrtleWarbler,28.947458333333334
165361.wav,MyrtleWarbler,35.712
500924.wav,SongSparrow,60.931583333333336
375662.wav,SongSparrow,65.40795833333334
545908.wav,SongSparrow,77.53142857142858
663787.wav,SongSparrow,25.990458333333333
663744.wav,SongSparrow,38.713469387755104
663750.wav,SongSparrow,6.164897959183674
663803.wav,SongSparrow,106.89977083333333
575029.wav,SongSparrow,438.2563265306122
596371.wav,SongSparrow,33.554770833333336
808852.wav,SongSparrow,2.8472108843537414
408571.wav,SongSparrow,40.584
322699.wav,SongSparrow,33.69795918367347
131649.wav,SongSparrow,455.088
417336.wav,SongSparrow,4.0239229024943315
408014.wav,SongSparrow,32.208
375515.wav,SongSparrow,27.535958333333333
575028.wav,SongSparrow,126.95510204081633
663745.wav,SongSparrow,82.23346938775511
720640.wav,SongSparrow,34.248
205810.wav,SongSparrow,146.088
582701.wav,SongSparrow,29.975854166666668
283691.wav,SongSparrow,12.308571428571428
606120.wav,SongSparrow,161.5934693877551
205806.wav,SongSparrow,156.72
784137.wav,SongSparrow,0.5343125
128904.wav,SongSparrow,77.4056875
663784.wav,SongSparrow,34.2905
421296.wav,SongSparrow,9.768
59192.wav,SongSparrow,66.79510204081633
663753.wav,SongSparrow,23.64081632653061
663747.wav,SongSparrow,6.452244897959184
634794.wav,SongSparrow,76.56
426314.wav,SongSparrow,40.843895833333335
52400.wav,SongSparrow,5.762176870748299
71568.wav,SongSparrow,16.091428571428573
71569.wav,SongSparrow,11.990204081632653
179182.wav,SongSparrow,47.30034013605442
375516.wav,SongSparrow,7.91675
83516.wav,SongSparrow,14.184489795918367
153555.wav,SongSparrow,12.658344671201814
381508.wav,SongSparrow,27.951020408163266
753493.wav,SongSparrow,44.92027083333333
574080.wav,SongSparrow,7.933786848072562
301678.wav,SongSparrow,20.828095238095237
692181.wav,SongSparrow,41.88936507936508
836992.wav,SongSparrow,0.6156041666666666
689007.wav,SongSparrow,21.133378684807255
692180.wav,SongSparrow,43.08591836734694
193953.wav,SongSparrow,135.6538775510204
663804.wav,SongSparrow,102.792125
679874.wav,SongSparrow,65.5985625
663757.wav,SongSparrow,27.533061224489796
362469.wav,SongSparrow,82.392
562168.wav,SongSparrow,21.372562358276642
694875.wav,SongSparrow,1.1932426303854875
753494.wav,SongSparrow,103.43191666666667
663741.wav,SongSparrow,84.84571428571428
663755.wav,SongSparrow,55.84979591836735
121701.wav,SongSparrow,20.6364375
60067.wav,SongSparrow,23.275102040816325
572964.wav,SongSparrow,92.99591836734695
692182.wav,SongSparrow,46.980272108843536
36619.wav,SongSparrow,38.45224489795918
336819.wav,SongSparrow,65.95918367346938
289225.wav,SongSparrow,30.0505625
558357.wav,SongSparrow,32.27687074829932
483220.wav,SongSparrow,38.329770833333335
692183.wav,SongSparrow,92.8950566893424
583977.wav,SongSparrow,44.328
420819.wav,SongSparrow,24.072
79791.wav,SongSparrow,19.696326530612247
181738.wav,SongSparrow,65.95918367346938
125717.wav,SongSparrow,156.26448979591837
388773.wav,SongSparrow,45.32244897959184
111667.wav,SongSparrow,74.2138775510204
776458.wav,SongSparrow,207.528
608838.wav,SongSparrow,54.18054166666667
418339.wav,SongSparrow,4.4881875
663733.wav,SongSparrow,32.44408163265306
132874.wav,SongSparrow,786.84
325340.wav,SongSparrow,12.228145833333333
190543.wav,SongSparrow,10.997551020408164
102948.wav,SongSparrow,32.25566666666667
78060.wav,SongSparrow,51.237641723356006
225618.wav,SongSparrow,21.74365625
429251.wav,SongSparrow,211.7034375
111289.wav,SongSparrow,75.048
429250.wav,SongSparrow,23.270333333333333
549598.wav,SongSparrow,13.937979166666667
225619.wav,SongSparrow,32.47734375
651192.wav,SongSparrow,31.843583333333335
83576.wav,SongSparrow,3.4481632653061225
381554.wav,SongSparrow,4.803333333333334
381568.wav,SongSparrow,103.18367346938776
381583.wav,SongSparrow,4.952166666666667
149419.wav,SongSparrow,17.88
111666.wav,SongSparrow,121.52163265306122
288000.wav,SongSparrow,222.90285714285713
611830.wav,SongSparrow,129.39908333333332
557836.wav,SongSparrow,52.6039375
462899.wav,SongSparrow,44.51265306122449
155232.wav,SongSparrow,55.82367346938776
134180.wav,SongSparrow,142.42685416666666
125714.wav,SongSparrow,84.74122448979591
18387.wav,SongSparrow,59.90657596371882
111670.wav,SongSparrow,102.32163265306123
461612.wav,SongSparrow,28.943673469387754
466633.wav,SongSparrow,13.704
111658.wav,SongSparrow,72.80326530612246
620966.wav,SongSparrow,52.536
133566.wav,SongSparrow,264.33306122448977
778502.wav,SongSparrow,85.776
327795.wav,SongSparrow,69.19836734693878
820371.wav,SongSparrow,2.172040816326531
325342.wav,SongSparrow,9.3726875
734133.wav,SongSparrow,135.408
144116.wav,SongSparrow,72.24120833333333
111659.wav,SongSparrow,56.16326530612245
111671.wav,SongSparrow,32.757551020408165
282512.wav,SongSparrow,48.61387755102041
542596.wav,SongSparrow,26.18401360544218
695276.wav,SongSparrow,1.3299773242630386
155235.wav,SongSparrow,50.05061224489796
125711.wav,SongSparrow,35.056326530612246
111649.wav,SongSparrow,80.03918367346938
111661.wav,SongSparrow,38.7395918367347
663735.wav,SongSparrow,122.17469387755102
103339.wav,SongSparrow,121.37833333333333
638321.wav,SongSparrow,26.232
482639.wav,SongSparrow,44.23585416666667
103338.wav,SongSparrow,67.60985416666666
406666.wav,SongSparrow,5.264716553287982
663734.wav,SongSparrow,78.36734693877551
111660.wav,SongSparrow,76.04244897959184
627189.wav,SongSparrow,152.36014583333332
125704.wav,SongSparrow,29.048163265306123
155234.wav,SongSparrow,21.89061224489796
695275.wav,SongSparrow,1.9686167800453516
807468.wav,SongSparrow,43.02947845804989
155236.wav,SongSparrow,85.05469387755102
125706.wav,SongSparrow,31.059591836734693
539872.wav,SongSparrow,28.464979166666666
639389.wav,SongSparrow,105.816
111662.wav,SongSparrow,175.6995918367347
105818.wav,SongSparrow,59.81467120181406
246812.wav,SongSparrow,73.53566893424036
385859.wav,SongSparrow,5.851428571428571
185605.wav,SongSparrow,77.50530612244899
175509.wav,SongSparrow,33.80825396825397
309650.wav,SongSparrow,31.0334693877551
660363.wav,SongSparrow,49.75610416666667
78059.wav,SongSparrow,38.03662131519275
708975.wav,SongSparrow,3.96
469658.wav,SongSparrow,23.04
638322.wav,SongSparrow,118.032
582148.wav,SongSparrow,55.224
306748.wav,SongSparrow,38.928
383971.wav,SongSparrow,24.346122448979592
660362.wav,SongSparrow,11.2633125
660438.wav,SongSparrow,95.736
325378.wav,SongSparrow,44.85697916666667
269172.wav,SongSparrow,56.784
103449.wav,SongSparrow,87.28670833333334
149408.wav,SongSparrow,50.448
111663.wav,SongSparrow,92.42122448979592
297482.wav,SongSparrow,3.3557823129251703
149420.wav,SongSparrow,48.912
639388.wav,SongSparrow,129.552
702849.wav,SongSparrow,22.57718820861678
125713.wav,SongSparrow,50.83428571428571
803814.wav,SongSparrow,9.6
76471.wav,SongSparrow,154.944
290138.wav,SongSparrow,24.842448979591836
155237.wav,SongSparrow,117.76
576143.wav,SongSparrow,62.28
111646.wav,SongSparrow,54.987755102040815
497165.wav,SongSparrow,62.31366666666667
481115.wav,SongSparrow,41.717551020408166
648391.wav,SongSparrow,59.616
480223.wav,SongSparrow,26.3186875
648385.wav,SongSparrow,42.696
290096.wav,SongSparrow,29.02204081632653
